r_custID,r_Inflightwifiservice,r_DepartureArrivaltimeconvenient,r_EaseofOnlinebooking,r_Gatelocation,r_Foodanddrink,r_Onlineboarding,r_Seatcomfort,r_Inflightentertainment,r_Onboardservice,r_Legroomservice,r_Baggagehandling,r_Checkinservice,r_Inflightservice,r_Cleanliness
33978,5,3,3,3,2,4,2,5,5,5,5,2,5,2
33979,5,5,5,3,3,5,1,3,1,4,4,3,3,3
33980,1,1,1,3,4,1,4,4,5,2,5,5,2,4
33981,5,5,2,5,5,4,4,3,3,3,3,4,3,5
33982,3,1,4,4,3,4,3,3,1,5,3,1,2,3
33983,1,1,1,1,1,1,1,1,3,5,3,3,5,1
33984,4,4,4,4,4,4,4,4,1,5,2,1,4,4
33985,5,2,4,4,5,5,3,5,1,5,3,1,3,5
33986,4,3,2,2,4,4,5,4,2,2,5,3,2,4
33987,4,1,1,1,3,4,3,3,1,5,5,2,3,3
33988,4,4,4,2,1,4,1,1,3,3,2,3,3,1
33989,1,4,4,4,1,1,1,1,4,4,4,2,4,1
33990,5,1,1,1,5,4,4,5,3,2,2,3,3,5
33991,2,5,4,4,1,2,1,1,4,4,5,3,5,1
33993,3,3,3,4,4,3,1,4,3,2,5,2,5,4
33994,2,2,2,2,2,2,2,2,4,4,3,2,4,2
33995,5,5,3,5,5,5,3,3,3,3,3,4,3,5
33996,2,2,5,5,2,2,2,2,1,1,3,1,5,2
33997,1,1,1,2,4,1,4,4,3,2,3,3,2,4
33998,1,4,1,4,1,1,1,1,3,4,2,2,3,1
33999,2,5,5,5,1,3,2,2,2,2,2,4,2,1
34000,2,2,2,2,3,2,3,3,5,1,4,2,4,3
34001,3,2,2,2,3,3,2,2,2,3,2,1,2,1
34003,2,2,2,4,2,1,1,3,1,4,3,1,3,1
34004,2,3,3,3,3,2,2,2,2,2,2,2,2,4
34005,3,4,4,4,3,4,2,1,4,2,4,2,3,2
34006,3,1,1,1,4,2,2,3,3,3,3,4,3,4
34007,5,5,5,5,5,3,2,5,5,5,5,1,5,2
34008,2,2,2,4,3,2,3,3,3,5,4,1,4,3
34011,2,4,2,1,2,2,2,2,3,2,4,3,4,2
34012,0,1,0,3,2,0,2,2,2,3,3,4,3,2
34013,1,5,1,2,3,5,5,2,2,1,2,4,2,4
34014,3,5,3,5,2,3,2,2,5,2,5,3,5,2
34016,5,4,5,3,3,4,5,5,5,5,4,5,5,5
34018,1,5,0,1,3,0,3,3,4,5,4,4,5,3
34020,2,4,3,1,1,3,1,1,5,4,5,3,5,1
34024,4,5,4,3,4,4,4,4,3,4,4,4,5,4
34025,3,4,3,2,3,3,3,3,4,3,3,4,5,3
34026,3,5,3,1,5,3,4,5,3,5,4,4,4,5
34027,2,3,2,3,4,2,4,4,3,5,2,3,4,4
34028,4,1,5,3,2,5,2,2,2,5,1,2,3,2
34030,4,5,4,2,1,4,1,1,5,2,3,3,5,1
34031,1,1,1,1,3,1,3,3,3,4,5,1,4,3
34032,4,1,1,1,4,4,4,4,3,2,3,3,1,4
34033,3,3,3,3,3,4,3,3,4,4,2,1,3,3
34034,1,5,3,3,1,1,2,1,3,4,4,4,3,1
34035,3,3,3,3,3,4,3,5,5,3,5,3,5,1
34036,4,5,4,3,4,4,4,4,4,5,5,3,4,4
34037,1,4,1,4,5,1,5,5,4,2,4,4,4,5
34038,2,5,2,3,2,4,4,2,2,2,2,5,2,5
34039,2,3,3,3,2,2,3,2,4,3,2,4,3,2
34040,2,3,3,3,1,2,1,1,1,2,5,2,2,1
34041,3,3,4,3,4,4,5,4,4,3,4,2,4,5
34042,5,5,5,5,4,4,4,4,2,3,3,4,2,4
34043,5,5,5,3,5,5,5,5,2,5,1,4,5,5
34044,1,5,1,3,2,1,2,2,3,5,4,4,4,2
34045,4,5,4,3,5,5,5,1,1,4,1,4,1,4
34046,4,4,4,4,4,5,4,4,4,5,4,5,4,3
34047,3,4,4,5,1,4,5,1,1,4,1,1,1,3
34048,5,5,5,5,5,5,5,5,2,1,4,4,1,5
34050,1,1,1,1,4,4,4,5,5,4,5,1,5,5
34051,5,5,5,1,1,5,1,1,5,3,4,2,5,1
34052,2,1,1,1,2,3,2,2,3,5,4,5,3,2
34053,5,5,5,5,5,5,5,5,1,1,4,3,4,5
34054,5,5,4,5,5,5,5,5,3,1,4,2,1,5
34055,4,3,3,3,5,4,4,4,3,4,4,4,5,4
34056,2,2,2,1,3,2,3,3,5,4,3,4,5,3
34057,3,1,1,1,3,3,3,3,1,3,2,2,2,3
34058,3,3,3,3,3,3,3,3,2,5,4,4,4,3
34060,2,2,2,2,2,4,2,5,5,5,5,4,5,2
34061,3,4,4,4,3,3,3,3,1,5,3,2,4,3
34063,1,1,1,4,5,1,5,5,1,4,4,1,3,5
34065,4,3,4,1,5,4,5,5,4,1,1,3,4,5
34067,3,5,3,2,5,3,5,5,1,4,4,5,5,5
34069,3,4,3,4,4,3,4,4,3,5,4,1,4,4
34070,3,2,3,3,2,3,2,2,1,3,3,1,3,2
34072,4,2,4,3,3,4,3,3,3,1,4,2,4,3
34074,1,5,1,4,1,4,4,4,4,2,4,4,1,4
34075,3,4,3,4,4,4,3,5,5,3,5,2,5,4
34078,2,5,5,5,2,2,2,2,3,4,1,2,2,2
34079,5,2,3,2,5,5,5,5,2,3,1,3,3,5
34081,3,1,4,3,2,4,2,2,2,5,2,3,2,2
34082,1,4,1,3,1,3,5,1,1,1,1,1,1,1
34083,3,3,4,3,2,4,2,2,4,3,4,3,3,2
34084,2,2,2,3,2,2,2,2,5,3,5,5,5,2
34085,1,1,1,2,3,1,3,3,5,2,4,1,5,3
34086,2,2,2,2,2,2,2,2,3,3,4,1,4,2
34088,2,4,2,3,5,4,4,2,2,2,2,5,2,5
34089,1,4,1,2,5,1,4,5,4,5,5,4,4,5
34090,5,5,5,5,5,5,5,5,3,5,4,5,5,5
34091,0,0,0,3,5,0,5,5,3,4,4,4,4,5
34092,4,4,4,4,5,5,5,3,2,5,5,5,3,5
34093,1,1,1,1,5,4,5,4,4,5,4,4,4,5
34094,2,2,2,2,5,5,5,5,5,5,5,4,5,3
34095,3,3,3,3,2,3,2,2,2,4,4,3,3,2
34096,4,5,5,5,1,3,4,4,4,4,4,1,4,3
34097,5,3,5,5,5,5,5,5,5,5,5,3,5,4
34098,4,5,4,2,4,4,4,4,4,4,5,5,4,4
34099,1,5,2,1,3,2,2,3,4,5,5,5,4,3
34101,2,4,2,1,4,2,4,4,5,2,4,4,4,4
34102,3,5,3,3,4,5,4,4,4,3,4,3,4,5
34103,5,5,5,4,5,2,2,1,4,2,5,2,2,2
34104,5,5,5,5,5,5,5,5,3,2,3,5,2,5
34105,4,3,4,4,2,2,2,2,2,5,5,1,1,2
34106,5,3,3,3,3,2,4,5,5,5,5,5,5,2
34107,2,1,1,1,2,2,2,2,3,3,4,2,4,2
34108,5,5,5,5,3,3,1,5,5,5,5,2,5,3
34109,1,0,0,2,5,0,5,5,3,1,1,2,1,5
34110,4,5,5,5,2,5,1,4,4,4,4,5,4,1
34111,5,5,4,5,5,5,5,5,1,2,3,1,2,5
34113,4,5,5,5,4,4,4,4,3,4,4,3,1,4
34114,1,1,4,1,5,5,5,5,2,3,3,3,3,5
34115,5,5,5,3,1,5,1,1,3,2,1,3,1,1
34116,5,5,3,5,5,5,5,5,5,2,1,4,5,5
34118,3,3,3,3,5,3,5,5,1,2,4,2,2,5
34120,5,5,5,1,2,5,2,2,4,3,2,1,3,2
34121,2,4,5,4,2,2,2,2,2,1,2,3,2,2
34123,2,1,5,5,2,2,1,2,4,1,4,3,4,2
34124,2,2,2,3,1,2,1,1,3,1,4,1,3,1
34125,5,2,2,2,5,5,5,5,5,3,2,3,4,5
34126,1,1,1,1,4,3,3,4,4,4,4,2,4,4
34127,5,5,5,3,2,5,2,2,4,4,2,2,3,2
34131,4,4,4,5,4,4,4,4,2,5,2,5,4,4
34132,5,5,5,5,3,5,5,4,4,4,4,4,4,3
34133,5,4,4,4,1,3,2,5,5,5,5,1,5,3
34134,3,3,3,3,1,4,4,5,5,5,5,2,5,1
34135,4,4,4,4,4,4,4,4,3,4,1,4,2,4
34136,2,2,2,2,2,5,5,4,4,4,4,1,4,3
34137,4,4,4,4,4,4,4,4,1,4,2,1,1,4
34138,2,2,2,4,2,2,2,2,4,5,1,5,3,2
34139,5,5,5,5,4,5,5,4,4,4,4,2,4,3
34140,2,2,2,2,1,2,2,4,4,4,4,3,4,1
34141,5,5,5,5,3,3,3,4,4,4,4,1,4,3
34143,2,4,4,4,2,2,2,2,4,5,2,1,3,2
34145,1,0,0,3,2,0,2,2,4,1,3,3,3,2
34146,1,1,1,1,4,4,4,4,1,5,2,3,4,4
34148,1,1,1,3,3,1,1,3,4,1,3,4,3,3
34149,5,5,5,5,5,4,5,5,2,4,3,5,4,5
34150,2,3,3,3,2,2,2,2,3,1,3,3,4,2
34151,4,1,4,4,4,4,4,4,3,2,3,1,5,4
34152,3,1,1,1,3,2,3,3,2,1,2,1,2,3
34153,2,2,4,2,5,5,5,5,2,2,2,3,3,5
34154,5,3,5,5,5,5,5,5,1,2,5,3,2,5
34155,3,2,2,4,1,2,1,1,3,3,3,3,4,1
34156,3,1,1,1,3,3,3,3,4,1,3,3,3,3
34157,2,1,4,4,4,3,3,1,1,2,1,1,1,4
34158,2,3,3,2,4,3,4,4,1,4,5,1,2,4
34159,1,2,5,2,1,1,1,1,1,3,3,3,3,1
34161,1,0,0,3,3,3,4,4,4,1,4,4,4,2
34165,3,2,2,2,1,3,4,3,3,3,3,2,3,2
34166,3,4,5,4,1,3,2,3,3,3,3,2,3,1
34168,2,2,2,2,2,1,2,2,2,4,3,1,3,2
34169,2,2,2,2,2,2,3,2,5,5,4,1,3,2
34170,3,3,3,3,1,4,5,5,5,5,5,3,5,5
34172,3,3,3,3,4,3,4,4,1,1,3,3,4,4
34174,2,1,1,1,2,2,2,2,1,1,3,1,3,2
34175,5,5,5,5,2,3,3,5,5,5,5,1,5,3
34176,4,2,4,4,4,4,4,4,2,2,5,2,2,4
34177,3,4,4,4,5,4,3,3,3,2,3,2,3,1
34178,5,1,2,1,5,5,5,5,2,3,1,2,1,5
34179,4,4,2,4,5,5,5,5,2,2,2,4,2,5
34181,2,4,4,4,2,2,2,2,3,4,2,4,2,2
34182,5,2,2,2,3,5,3,3,5,4,4,4,1,3
34183,5,5,3,5,3,5,1,5,5,5,5,5,5,5
34184,3,3,3,3,4,4,4,3,3,3,3,1,3,5
34185,2,2,2,4,1,2,1,1,4,2,3,1,4,1
34186,4,4,4,3,1,3,3,5,5,4,5,4,5,5
34187,1,1,1,3,5,1,5,5,3,4,2,3,2,5
34188,5,5,5,3,5,4,4,5,5,5,5,4,5,3
34191,3,5,2,3,1,2,1,1,4,2,4,5,4,1
34192,2,4,2,3,2,2,2,2,4,2,3,4,4,2
34193,2,4,2,2,2,3,4,2,2,2,2,5,2,3
34194,4,4,4,2,4,3,3,3,4,4,5,3,4,3
34195,1,5,1,1,2,1,2,2,4,5,4,5,4,2
34196,2,1,2,3,5,2,4,5,5,2,5,2,5,3
34197,4,5,4,2,3,4,4,3,4,5,5,4,5,3
34198,1,4,1,1,2,1,2,2,4,2,5,5,5,2
34200,2,4,1,3,4,1,4,4,4,5,4,5,5,4
34203,2,4,2,4,2,2,2,2,4,3,4,5,5,2
34204,2,4,2,2,5,2,5,5,5,4,5,3,5,5
34205,2,2,2,3,3,2,3,3,2,5,4,4,3,3
34206,1,5,1,3,2,4,5,5,5,1,3,3,5,5
34208,2,3,2,4,1,2,1,1,3,4,3,2,4,1
34209,2,5,2,4,5,2,3,5,3,4,3,5,5,5
34210,2,5,2,3,4,3,5,4,4,2,4,4,4,5
34211,4,4,4,4,1,4,1,1,3,5,4,4,4,1
34213,2,4,2,1,3,2,3,3,5,2,3,4,5,3
34214,1,5,1,1,4,1,1,4,3,3,5,3,5,4
34215,2,5,2,5,3,4,5,4,4,2,1,3,4,3
34217,3,4,3,1,5,3,5,5,4,3,4,3,4,5
34218,0,5,1,4,3,1,3,3,5,4,5,4,4,3
34219,3,1,3,3,2,3,2,2,2,5,3,2,4,2
34221,2,5,1,5,5,1,5,5,5,5,4,5,4,5
34222,5,4,5,2,1,4,1,1,4,4,5,5,4,1
34223,2,2,2,4,5,2,3,2,2,2,1,4,2,3
34224,1,4,1,3,3,1,4,3,3,4,5,3,5,3
34225,2,5,2,1,5,2,5,5,5,2,4,4,5,5
34226,5,4,5,4,1,5,5,5,5,5,5,4,5,3
34227,5,3,2,3,5,5,5,5,2,1,1,3,1,5
34228,4,5,5,5,4,5,4,4,2,4,2,4,2,4
34230,4,1,1,1,5,5,5,5,5,1,1,5,5,5
34231,1,1,1,2,5,1,5,5,4,5,4,2,1,5
34232,1,1,1,1,1,1,1,3,4,4,3,1,1,1
34233,4,1,4,3,1,4,1,1,2,4,4,4,4,1
34234,2,2,2,2,2,2,2,2,2,5,4,2,3,2
34235,4,5,5,5,4,4,4,4,5,5,3,4,1,4
34237,5,1,1,1,5,5,3,5,5,2,1,4,1,5
34238,4,5,5,5,4,4,5,4,5,2,4,1,5,4
34239,1,4,1,3,4,1,4,4,4,5,4,5,5,4
34240,3,5,3,3,2,4,4,2,2,3,2,3,2,4
34242,2,4,2,1,2,2,2,2,4,3,4,3,5,2
34243,1,4,2,3,3,2,3,3,3,4,5,3,5,3
34244,1,5,2,2,2,2,2,2,4,5,5,5,4,2
34245,4,4,4,4,3,5,4,4,4,4,4,5,4,3
34247,1,1,1,1,3,3,3,3,4,2,3,1,1,3
34248,1,1,1,1,1,5,4,4,4,4,4,2,4,1
34249,5,5,5,5,4,4,4,4,4,4,3,2,2,4
34250,3,3,3,3,2,3,4,2,2,1,3,2,4,2
34251,4,1,1,1,5,4,4,4,4,4,4,5,4,3
34252,4,4,4,5,1,4,1,1,2,2,3,1,2,1
34253,4,4,4,4,3,4,3,3,5,3,4,5,4,3
34254,5,1,1,1,5,5,5,5,4,3,1,4,5,5
34255,1,1,1,1,4,5,4,5,5,5,5,4,5,4
34256,5,5,5,5,4,5,4,5,5,5,5,5,5,4
34257,1,2,2,2,1,3,3,1,1,1,1,4,1,1
34258,4,4,4,5,3,4,4,1,1,4,1,4,1,3
34259,4,4,5,5,3,5,5,3,3,3,4,5,4,3
34260,5,5,5,3,4,5,4,4,4,2,5,3,4,4
34261,1,1,1,1,5,4,3,5,5,5,5,3,5,4
34262,4,4,4,4,4,4,4,4,2,3,4,5,2,4
34264,2,0,2,4,3,2,3,3,5,3,3,3,4,3
34265,3,4,3,3,4,3,1,4,4,5,4,4,3,4
34266,3,3,3,3,1,3,4,3,3,3,3,4,3,3
34267,2,3,2,4,3,2,3,3,2,5,2,1,2,3
34268,0,5,0,2,4,0,4,4,2,5,5,4,4,4
34270,3,3,3,3,3,3,3,3,2,3,5,2,4,3
34271,5,5,5,5,5,5,5,5,4,3,5,3,3,5
34272,5,5,5,5,2,2,2,2,5,2,5,5,1,2
34273,5,4,5,4,5,5,5,5,1,1,4,4,2,5
34274,2,2,2,2,5,4,2,5,5,5,5,4,5,3
34275,2,2,2,2,2,1,1,4,4,4,4,3,4,1
34276,4,0,4,4,3,4,3,3,3,1,3,2,3,3
34277,3,3,3,2,5,3,5,5,2,1,2,1,3,5
34278,4,1,1,1,4,4,4,4,4,4,3,2,3,4
34279,2,2,2,4,5,2,1,5,4,1,3,1,4,5
34280,5,2,2,2,5,5,5,5,2,2,2,2,1,5
34281,3,3,3,3,1,4,4,5,5,5,5,3,5,5
34282,1,3,3,3,3,4,4,1,1,1,1,3,1,2
34284,3,3,3,3,5,5,5,5,3,5,5,4,2,5
34286,0,0,0,1,2,4,2,3,3,3,3,1,3,4
34287,4,2,2,2,2,4,3,4,4,4,4,3,4,2
34288,3,2,3,3,2,3,2,2,4,2,4,2,4,2
34289,2,0,1,1,1,1,1,1,3,4,1,1,2,1
34290,2,2,2,2,3,3,5,5,5,5,4,5,5,2
34292,3,4,4,4,3,4,3,3,3,3,3,3,3,1
34293,3,4,4,4,3,3,3,3,3,4,1,2,2,3
34294,2,5,5,3,2,4,4,1,1,5,4,4,1,3
34295,3,5,2,4,4,2,4,4,5,4,4,5,4,4
34298,2,5,2,2,5,5,5,3,3,2,1,2,3,2
34299,3,3,3,3,4,3,4,4,5,4,1,1,5,4
34300,2,4,2,2,3,2,3,3,1,5,3,3,2,3
34301,3,5,3,4,5,3,5,5,3,4,5,5,5,5
34302,3,2,3,2,4,3,2,4,3,4,2,1,1,4
34303,1,4,1,2,2,1,2,2,3,4,4,3,5,2
34304,1,4,1,3,4,4,4,1,1,1,1,5,1,5
34305,1,2,1,4,5,1,5,5,3,3,4,4,3,5
34307,3,4,4,1,3,5,1,2,2,4,2,1,2,2
34308,4,5,4,3,2,4,2,2,5,4,4,3,4,2
34309,2,4,2,2,3,2,3,3,2,3,3,3,3,3
34310,3,2,3,4,4,3,4,4,3,3,3,2,3,4
34311,3,4,3,1,4,3,4,4,4,2,4,4,4,4
34312,1,4,1,3,5,1,5,5,3,3,4,5,5,5
34313,3,3,3,3,4,3,3,3,3,3,3,2,3,2
34314,2,1,1,1,2,2,2,2,4,5,3,1,4,2
34315,2,4,4,4,2,3,2,2,3,1,3,2,4,2
34316,4,4,4,3,3,4,3,3,3,2,4,1,3,3
34317,3,5,3,3,5,3,5,5,4,2,4,3,4,5
34318,2,2,2,4,4,3,4,5,5,2,5,3,5,3
34319,3,5,3,2,2,3,2,2,3,5,4,4,5,2
34320,5,5,5,5,5,5,5,5,3,3,5,1,5,5
34321,2,2,5,2,4,5,2,4,4,4,4,2,4,5
34322,1,1,1,1,5,5,1,3,3,4,3,5,3,5
34325,2,2,2,4,5,2,1,5,1,5,4,2,4,5
34326,3,1,3,3,4,3,4,4,4,3,4,1,4,4
34327,3,3,3,3,2,3,4,2,3,5,3,5,5,2
34328,4,1,5,1,4,4,4,4,2,3,5,5,5,4
34330,3,3,3,3,5,3,3,4,4,4,4,5,4,1
34331,4,3,3,3,4,4,4,3,1,1,4,4,5,4
34332,5,3,5,3,5,5,5,5,5,4,1,3,2,5
34333,2,2,2,2,2,5,3,5,5,5,5,4,5,5
34334,1,1,1,3,1,1,1,1,3,4,3,2,5,1
34335,3,3,3,3,3,3,3,3,1,4,1,2,5,3
34336,3,1,1,1,3,4,3,3,3,3,3,1,3,2
34337,2,2,4,2,2,2,2,2,3,3,2,4,3,2
34338,1,2,2,2,2,2,1,2,1,5,1,4,5,2
34339,3,4,4,3,2,4,2,2,2,4,4,2,4,2
34341,4,2,2,2,4,4,5,4,1,1,5,5,4,4
34342,2,4,2,4,5,4,5,4,4,2,4,3,4,4
34343,4,5,4,1,3,4,3,3,5,2,5,4,4,3
34344,2,2,2,2,4,4,5,4,4,4,4,5,4,4
34345,2,3,3,3,2,2,2,2,3,1,3,1,3,2
34346,4,4,4,4,2,4,4,5,5,5,5,4,5,1
34347,4,1,1,1,3,4,3,3,1,1,4,2,2,3
34350,4,4,4,4,4,4,4,1,2,2,5,4,4,4
34351,4,4,2,4,1,3,3,4,4,4,4,1,4,1
34352,5,1,5,5,4,4,4,4,3,3,5,5,4,4
34353,2,3,2,3,1,2,1,1,1,5,3,2,3,1
34355,2,1,2,4,4,2,3,4,1,3,4,4,3,4
34356,4,4,4,4,5,4,2,5,3,3,4,4,4,5
34359,1,1,1,1,1,1,1,1,3,4,3,3,2,1
34360,2,4,1,4,1,3,3,2,2,2,2,2,2,3
34361,1,2,1,4,4,1,4,4,4,5,3,4,3,4
34362,2,4,2,4,1,2,1,1,3,3,3,2,3,1
34363,2,4,2,3,2,2,5,2,4,4,3,3,5,2
34364,3,2,3,3,4,3,4,4,1,4,3,1,4,4
34365,1,3,3,4,5,3,5,5,1,3,3,3,4,5
34366,3,4,3,4,3,3,3,3,3,2,4,3,4,3
34367,5,5,5,1,3,5,3,3,3,5,4,3,4,3
34368,3,5,3,4,5,3,1,5,5,4,5,4,5,5
34369,2,5,2,1,3,2,3,3,5,2,5,4,5,3
34371,2,2,5,2,2,2,2,2,1,5,3,1,4,2
34372,4,1,1,1,4,4,4,4,3,1,2,4,5,4
34373,5,5,5,2,5,5,2,5,1,1,3,3,1,5
34374,4,5,5,4,4,5,4,4,3,5,5,5,5,4
34375,2,1,3,3,1,3,2,2,2,3,3,1,2,2
34376,4,5,4,3,2,4,2,2,4,2,4,2,3,2
34377,5,5,5,5,4,4,4,4,3,1,5,4,5,4
34378,0,5,0,3,4,0,4,4,2,4,5,4,4,4
34379,2,2,2,2,4,4,4,4,4,1,3,1,5,4
34380,3,0,3,3,2,3,2,2,2,1,3,2,2,2
34381,4,3,4,4,4,4,4,4,3,5,3,5,1,4
34382,3,5,3,5,1,3,1,1,1,4,5,3,2,1
34383,2,4,4,4,3,4,3,2,2,2,2,2,2,4
34384,4,1,1,1,2,2,4,4,4,4,4,4,4,5
34385,4,2,2,2,5,3,2,4,4,4,4,5,4,5
34386,4,4,4,4,4,3,4,4,4,4,4,4,4,4
34387,1,4,1,4,2,1,5,2,3,1,4,1,3,2
34388,4,1,4,1,4,4,4,4,4,3,3,3,4,4
34389,1,0,1,3,2,1,2,2,1,2,1,1,4,2
34390,3,5,3,3,2,3,2,2,2,5,4,4,1,2
34391,2,2,2,2,2,3,3,2,2,2,2,2,2,3
34392,1,3,3,3,1,1,3,1,1,5,3,1,3,1
34393,3,2,2,3,4,2,4,4,4,3,3,4,4,4
34394,2,3,2,4,3,2,1,3,5,3,1,4,3,3
34395,2,2,2,3,5,2,5,5,3,5,3,4,4,5
34396,2,2,2,2,2,2,2,2,1,1,2,1,3,2
34397,3,3,3,3,5,3,3,3,3,3,3,1,3,1
34398,3,4,3,3,3,4,4,3,4,4,4,4,4,4
34399,2,2,2,2,1,3,3,4,4,4,5,5,4,3
34400,4,3,3,3,4,4,4,4,1,2,3,1,1,4
34401,2,2,2,2,5,4,3,2,2,2,2,1,2,3
34402,1,1,1,1,4,4,4,4,5,5,4,5,3,4
34403,5,5,3,5,5,5,5,5,2,4,1,5,1,5
34404,3,2,3,4,1,3,1,1,3,5,4,1,4,1
34405,2,4,4,4,3,3,4,2,2,2,2,4,2,1
34406,5,5,5,3,4,5,4,4,4,2,4,4,5,4
34407,3,4,3,2,4,3,4,4,2,1,1,1,2,4
34408,3,3,3,4,3,3,3,3,1,2,5,2,2,3
34409,2,3,2,3,2,3,3,3,3,2,3,4,3,3
34410,2,4,2,3,5,2,5,5,3,2,4,2,3,5
34411,2,3,2,3,3,2,3,3,1,1,1,5,4,3
34412,2,5,2,2,5,1,5,1,1,2,5,1,1,2
34413,3,3,3,3,2,3,2,2,3,5,3,5,3,2
34415,2,3,2,3,2,2,2,3,1,2,2,2,3,2
34417,4,4,4,2,3,4,3,3,5,5,4,3,2,3
34418,4,4,4,3,1,4,1,1,1,3,4,1,2,1
34419,2,2,2,4,5,2,5,5,3,4,4,4,4,5
34420,1,1,1,4,3,1,3,3,1,5,3,1,3,3
34421,3,4,4,4,3,3,4,3,1,1,4,4,4,3
34422,5,4,4,4,5,5,5,5,1,1,4,5,4,5
34423,4,4,4,3,3,4,3,3,1,1,3,2,4,3
34424,1,5,1,1,4,1,4,4,5,5,4,4,5,4
34425,4,5,4,2,1,4,1,1,2,5,1,4,3,1
34426,1,4,1,5,5,4,4,3,3,1,4,4,3,4
34428,2,2,2,2,5,5,5,5,1,5,5,3,5,5
34429,2,2,2,2,4,2,5,4,4,4,4,1,4,1
34430,3,3,3,4,5,3,1,5,1,3,4,1,3,5
34432,2,1,2,4,5,2,1,5,3,4,4,2,3,5
34433,2,5,1,2,3,1,3,3,4,2,5,4,5,3
34434,5,4,5,1,4,4,5,1,1,5,1,3,1,4
34436,2,5,5,5,2,2,2,1,4,3,4,2,4,2
34437,4,5,5,2,2,4,5,2,2,5,4,5,2,2
34439,3,3,3,3,3,3,3,3,3,5,3,5,1,3
34440,3,5,3,4,3,3,3,1,3,4,3,3,5,3
34441,2,4,2,3,2,1,1,5,2,5,4,1,4,1
34442,1,1,1,1,1,1,1,4,4,4,3,1,4,1
34443,2,3,2,2,2,2,2,1,1,3,4,2,4,2
34444,2,2,2,3,2,2,2,2,3,4,3,4,2,2
34446,1,1,1,1,3,2,2,5,5,5,5,1,5,1
34447,1,1,5,1,5,1,3,4,4,4,4,3,4,3
34448,3,3,3,3,3,4,4,3,3,3,3,4,3,1
34449,1,1,1,1,2,4,3,1,1,1,1,1,1,4
34450,4,4,4,4,4,2,1,4,4,4,4,5,4,4
34451,4,5,4,1,1,1,3,4,4,4,4,1,4,3
34455,2,4,2,4,4,2,5,4,4,4,5,5,4,4
34456,4,5,4,1,1,4,3,1,3,2,4,5,5,1
34457,2,5,2,3,3,2,1,3,4,3,4,4,5,3
34458,3,4,3,3,3,4,5,5,5,3,5,4,5,3
34459,3,4,3,4,2,3,2,2,3,3,4,1,4,2
34460,0,2,0,3,1,0,1,1,2,1,3,1,3,1
34461,1,4,1,1,2,4,4,1,1,1,1,4,1,5
34462,5,3,3,3,1,2,2,5,5,5,5,1,5,2
34463,2,2,2,2,3,2,2,3,3,5,3,4,3,3
34464,3,3,3,3,4,3,4,4,2,2,4,1,3,4
34466,4,2,4,3,4,4,4,4,2,4,3,2,3,4
34469,4,4,4,4,4,4,4,4,3,5,3,5,3,4
34470,3,1,1,1,2,4,4,3,3,3,3,3,3,1
34471,3,1,1,1,3,3,3,3,3,4,3,3,4,3
34472,4,4,4,4,2,3,1,4,4,4,4,1,4,5
34473,5,3,5,3,5,4,4,1,1,2,1,4,2,4
34475,4,4,4,4,2,4,2,4,4,4,4,5,4,4
34476,4,4,4,3,3,4,3,3,2,4,4,4,3,3
34477,3,3,4,3,1,4,3,3,3,3,3,2,3,4
34478,0,5,0,3,2,0,2,2,3,3,5,4,5,2
34479,3,4,0,4,2,0,2,2,4,4,3,5,5,2
34480,4,2,4,3,4,4,4,4,3,1,3,4,4,4
34481,3,4,3,2,3,3,3,3,2,2,1,2,3,3
34483,3,5,3,2,4,3,4,4,4,3,3,5,5,4
34484,3,3,3,4,1,3,1,1,3,2,4,3,4,1
34486,2,0,0,4,4,0,4,4,5,4,4,5,2,4
34487,5,5,5,5,5,5,5,5,3,3,5,4,2,5
34488,4,4,4,4,3,4,3,3,1,1,3,4,5,3
34489,4,4,4,4,1,5,3,5,5,5,5,5,5,1
34490,5,5,5,5,2,5,3,2,2,2,2,5,2,4
34491,1,1,1,2,4,1,4,4,2,2,3,3,5,4
34492,5,2,2,2,5,5,5,5,2,3,4,2,1,5
34493,2,4,4,4,2,2,2,2,2,4,3,4,2,2
34494,3,4,4,4,3,3,3,3,4,2,1,3,3,3
34496,3,3,4,3,5,4,5,5,5,1,3,2,1,5
34497,4,3,5,3,3,3,3,5,5,5,5,1,5,2
34498,3,1,1,1,1,3,3,3,3,3,3,2,3,4
34499,1,2,2,1,3,1,3,3,4,1,2,2,1,3
34500,5,5,5,5,3,3,4,4,4,4,4,5,4,1
34502,3,4,3,4,3,3,3,3,3,3,3,1,3,4
34503,3,3,3,3,4,3,3,4,4,4,4,5,4,4
34504,1,1,1,1,5,3,4,4,4,4,4,1,4,3
34505,2,2,2,2,5,5,5,5,4,2,3,4,1,5
34507,3,4,4,4,3,3,3,3,4,2,1,3,1,3
34509,2,2,2,3,5,2,5,5,3,1,4,4,3,5
34510,1,4,4,4,1,1,1,1,1,5,4,2,4,1
34511,2,5,3,5,2,1,2,2,2,4,4,3,3,2
34512,1,0,0,2,3,0,3,3,5,3,2,4,3,3
34513,3,5,3,2,2,3,4,2,3,2,5,5,4,2
34514,2,4,2,4,5,2,5,5,4,3,5,4,5,5
34515,4,5,4,4,1,4,1,1,5,5,4,3,5,1
34516,2,2,2,3,5,2,5,5,3,4,3,3,3,5
